"Subject.Number" "Activity.Name" "feature.Domain" "feature.Device" "feature.Source.Signal" "feature.Is.Jerk" "feature.Is.Magnitude" "feature.Variable" "feature.Axial" "count" "average"
9 "LAYING" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Mean" "Y" 50 -0.3793323518
9 "LAYING" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Mean" "Z" 50 0.0515356673724
9 "LAYING" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Standard Deviation" "X" 50 -0.9412217168
9 "LAYING" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Standard Deviation" "Y" 50 -0.9176166226
9 "LAYING" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Standard Deviation" "Z" 50 -0.919638276
9 "LAYING" "time" "Accelerometer" "Gravity" "FALSE" "TRUE" "Mean" "NA" 50 0.12984215574848
9 "LAYING" "time" "Accelerometer" "Gravity" "FALSE" "TRUE" "Standard Deviation" "NA" 50 -0.01615304844
9 "LAYING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "X" 50 -0.001068634964
9 "LAYING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "Y" 50 -0.10516295062
9 "LAYING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "Z" 50 0.0802563141632
9 "LAYING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Standard Deviation" "X" 50 -0.31446116766
9 "LAYING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Standard Deviation" "Y" 50 -0.0278548220698
9 "LAYING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Standard Deviation" "Z" 50 0.212117453268
9 "LAYING" "time" "Gyroscope" "Body" "FALSE" "TRUE" "Mean" "NA" 50 0.138083127064
9 "LAYING" "time" "Gyroscope" "Body" "FALSE" "TRUE" "Standard Deviation" "NA" 50 -0.071637756398
9 "LAYING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Mean" "X" 50 -0.10648649762
9 "LAYING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Mean" "Y" 50 -0.032985411458
9 "LAYING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Mean" "Z" 50 -0.05819659604
9 "LAYING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Standard Deviation" "X" 50 -0.30218298307
9 "LAYING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Standard Deviation" "Y" 50 -0.32900499448
9 "LAYING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Standard Deviation" "Z" 50 -0.015159117362
9 "LAYING" "time" "Gyroscope" "Body" "TRUE" "TRUE" "Mean" "NA" 50 -0.260917981
9 "LAYING" "time" "Gyroscope" "Body" "TRUE" "TRUE" "Standard Deviation" "NA" 50 -0.3237676755
9 "LAYING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "X" 50 -0.100256396912
9 "LAYING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "Y" 50 0.3598415210372
9 "LAYING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "Z" 50 -0.32098951662
9 "LAYING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "X" 50 -0.001673314054
9 "LAYING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "Y" 50 0.456794183802
9 "LAYING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "Z" 50 -0.295140998
9 "LAYING" "frequency" "Accelerometer" "Body" "FALSE" "TRUE" "Mean" "NA" 50 -0.013077452322
9 "LAYING" "frequency" "Accelerometer" "Body" "FALSE" "TRUE" "Standard Deviation" "NA" 50 -0.174742444588
9 "LAYING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "X" 50 -0.2499938367
9 "LAYING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "Y" 50 0.05090865722
9 "LAYING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "Z" 50 -0.4565082708
9 "LAYING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "X" 50 -0.16054093664
9 "LAYING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "Y" 50 0.14130280054
9 "LAYING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "Z" 50 -0.4795782554
9 "LAYING" "frequency" "Accelerometer" "Body" "TRUE" "TRUE" "Mean" "NA" 50 -0.101566782056
9 "LAYING" "frequency" "Accelerometer" "Body" "TRUE" "TRUE" "Standard Deviation" "NA" 50 -0.0843629076032
9 "LAYING" "frequency" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "X" 50 -0.1617740182
9 "LAYING" "frequency" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "Y" 50 -0.091848593276
9 "LAYING" "frequency" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "Z" 50 0.257921294768
9 "LAYING" "frequency" "Gyroscope" "Body" "FALSE" "FALSE" "Standard Deviation" "X" 50 -0.36515409774
9 "LAYING" "frequency" "Gyroscope" "Body" "FALSE" "FALSE" "Standard Deviation" "Y" 50 0.000987489800000001
9 "LAYING" "frequency" "Gyroscope" "Body" "FALSE" "FALSE" "Standard Deviation" "Z" 50 0.081773629
9 "LAYING" "frequency" "Gyroscope" "Body" "FALSE" "TRUE" "Mean" "NA" 50 -0.130793333112
9 "LAYING" "frequency" "Gyroscope" "Body" "FALSE" "TRUE" "Standard Deviation" "NA" 50 -0.19278743056
9 "LAYING" "frequency" "Gyroscope" "Body" "TRUE" "TRUE" "Mean" "NA" 50 -0.3406196754
9 "LAYING" "frequency" "Gyroscope" "Body" "TRUE" "TRUE" "Standard Deviation" "NA" 50 -0.3530257839
9 "SITTING" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "X" 50 0.2767022366
9 "SITTING" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "Y" 50 -0.015339280106
9 "SITTING" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "Z" 50 -0.10535304512
9 "SITTING" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "X" 50 -0.988960149
9 "SITTING" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "Y" 50 -0.9456337654
9 "SITTING" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "Z" 50 -0.9537599118
9 "SITTING" "time" "Accelerometer" "Body" "FALSE" "TRUE" "Mean" "NA" 50 -0.9672957392
9 "SITTING" "time" "Accelerometer" "Body" "FALSE" "TRUE" "Standard Deviation" "NA" 50 -0.9542947756
9 "SITTING" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "X" 50 0.07620231778
9 "SITTING" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "Y" 50 0.00745819290398
9 "SITTING" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "Z" 50 -0.007352938074
9 "SITTING" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "X" 50 -0.9856439468
9 "SITTING" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "Y" 50 -0.9721727484
9 "SITTING" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "Z" 50 -0.9863059904
9 "SITTING" "time" "Accelerometer" "Body" "TRUE" "TRUE" "Mean" "NA" 50 -0.9832882988
9 "SITTING" "time" "Accelerometer" "Body" "TRUE" "TRUE" "Standard Deviation" "NA" 50 -0.9812966178
9 "SITTING" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Mean" "X" 50 0.936998349
9 "SITTING" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Mean" "Y" 50 -0.1065922386
9 "SITTING" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Mean" "Z" 50 0.0471154217
9 "SITTING" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Standard Deviation" "X" 50 -0.9885937198
9 "SITTING" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Standard Deviation" "Y" 50 -0.9746294642
9 "SITTING" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Standard Deviation" "Z" 50 -0.961978262
9 "SITTING" "time" "Accelerometer" "Gravity" "FALSE" "TRUE" "Mean" "NA" 50 -0.9672957392
9 "SITTING" "time" "Accelerometer" "Gravity" "FALSE" "TRUE" "Standard Deviation" "NA" 50 -0.9542947756
9 "SITTING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "X" 50 -0.025907169372
9 "SITTING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "Y" 50 -0.08096734812
9 "SITTING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "Z" 50 0.0871996281
9 "SITTING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Standard Deviation" "X" 50 -0.966571456
9 "SITTING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Standard Deviation" "Y" 50 -0.9812644802
9 "SITTING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Standard Deviation" "Z" 50 -0.979545607
9 "SITTING" "time" "Gyroscope" "Body" "FALSE" "TRUE" "Mean" "NA" 50 -0.9645493372
9 "SITTING" "time" "Gyroscope" "Body" "FALSE" "TRUE" "Standard Deviation" "NA" 50 -0.9613412888
9 "SITTING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Mean" "X" 50 -0.09761582492
9 "SITTING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Mean" "Y" 50 -0.04094801146
9 "SITTING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Mean" "Z" 50 -0.051724978496
9 "SITTING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Standard Deviation" "X" 50 -0.9802162108
9 "SITTING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Standard Deviation" "Y" 50 -0.9896771348
9 "SITTING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Standard Deviation" "Z" 50 -0.9882735096
9 "SITTING" "time" "Gyroscope" "Body" "TRUE" "TRUE" "Mean" "NA" 50 -0.9883921988
9 "SITTING" "time" "Gyroscope" "Body" "TRUE" "TRUE" "Standard Deviation" "NA" 50 -0.98678411
9 "SITTING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "X" 50 -0.9874807114
9 "SITTING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "Y" 50 -0.9530585734
9 "SITTING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "Z" 50 -0.9675131118
9 "SITTING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "X" 50 -0.9897826156
9 "SITTING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "Y" 50 -0.9449020062
9 "SITTING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "Z" 50 -0.949918939
9 "SITTING" "frequency" "Accelerometer" "Body" "FALSE" "TRUE" "Mean" "NA" 50 -0.9641053618
9 "SITTING" "frequency" "Accelerometer" "Body" "FALSE" "TRUE" "Standard Deviation" "NA" 50 -0.9559889238
9 "SITTING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "X" 50 -0.9858384124
9 "SITTING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "Y" 50 -0.9723721206
9 "SITTING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "Z" 50 -0.9839036888
9 "SITTING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "X" 50 -0.986742584
9 "SITTING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "Y" 50 -0.974027977
9 "SITTING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "Z" 50 -0.9873235302
9 "SITTING" "frequency" "Accelerometer" "Body" "TRUE" "TRUE" "Mean" "NA" 50 -0.9813809956
9 "SITTING" "frequency" "Accelerometer" "Body" "TRUE" "TRUE" "Standard Deviation" "NA" 50 -0.9801332348
9 "SITTING" "frequency" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "X" 50 -0.9670439482
9 "SITTING" "frequency" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "Y" 50 -0.9821926024
9 "SITTING" "frequency" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "Z" 50 -0.978534381
9 "SITTING" "frequency" "Gyroscope" "Body" "FALSE" "FALSE" "Standard Deviation" "X" 50 -0.9668754012
9 "SITTING" "frequency" "Gyroscope" "Body" "FALSE" "FALSE" "Standard Deviation" "Y" 50 -0.9808437556
9 "SITTING" "frequency" "Gyroscope" "Body" "FALSE" "FALSE" "Standard Deviation" "Z" 50 -0.9817706744
9 "SITTING" "frequency" "Gyroscope" "Body" "FALSE" "TRUE" "Mean" "NA" 50 -0.9729429606
9 "SITTING" "frequency" "Gyroscope" "Body" "FALSE" "TRUE" "Standard Deviation" "NA" 50 -0.9607841222
9 "SITTING" "frequency" "Gyroscope" "Body" "TRUE" "TRUE" "Mean" "NA" 50 -0.9878202346
9 "SITTING" "frequency" "Gyroscope" "Body" "TRUE" "TRUE" "Standard Deviation" "NA" 50 -0.9861423954
9 "STANDING" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "X" 45 0.267991138888889
9 "STANDING" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "Y" 45 -0.0237035937887556
9 "STANDING" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "Z" 45 -0.112588400288889
9 "STANDING" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "X" 45 -0.189673574333333
9 "STANDING" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "Y" 45 -0.195746027568667
9 "STANDING" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "Z" 45 -0.462898229333333
9 "STANDING" "time" "Accelerometer" "Body" "FALSE" "TRUE" "Mean" "NA" 45 -0.180605488102222
9 "STANDING" "time" "Accelerometer" "Body" "FALSE" "TRUE" "Standard Deviation" "NA" 45 -0.230155191155556
9 "STANDING" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "X" 45 0.0530270328666667
9 "STANDING" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "Y" 45 0.0247302320804444
9 "STANDING" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "Z" 45 -0.0110464932222222
9 "STANDING" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "X" 45 -0.337204159106889
9 "STANDING" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "Y" 45 -0.253609580213333
9 "STANDING" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "Z" 45 -0.715508668222222
9 "STANDING" "time" "Accelerometer" "Body" "TRUE" "TRUE" "Mean" "NA" 45 -0.366274601747333
9 "STANDING" "time" "Accelerometer" "Body" "TRUE" "TRUE" "Standard Deviation" "NA" 45 -0.405551597355556
9 "STANDING" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Mean" "X" 45 0.949929823777778
9 "STANDING" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Mean" "Y" 45 -0.137366187022222
9 "STANDING" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Mean" "Z" 45 0.116131337688889
9 "STANDING" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Standard Deviation" "X" 45 -0.956641382444445
9 "STANDING" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Standard Deviation" "Y" 45 -0.923919631333333
9 "STANDING" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Standard Deviation" "Z" 45 -0.935270288888889
9 "STANDING" "time" "Accelerometer" "Gravity" "FALSE" "TRUE" "Mean" "NA" 45 -0.180605488102222
9 "STANDING" "time" "Accelerometer" "Gravity" "FALSE" "TRUE" "Standard Deviation" "NA" 45 -0.230155191155556
9 "STANDING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "X" 45 -0.00775602471111111
9 "STANDING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "Y" 45 -0.0896746210733333
9 "STANDING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "Z" 45 0.0726670797911111
9 "STANDING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Standard Deviation" "X" 45 -0.463676133911111
9 "STANDING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Standard Deviation" "Y" 45 -0.629860615111111
9 "STANDING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Standard Deviation" "Z" 45 -0.516887592222222
9 "STANDING" "time" "Gyroscope" "Body" "FALSE" "TRUE" "Mean" "NA" 45 -0.367722951688889
9 "STANDING" "time" "Gyroscope" "Body" "FALSE" "TRUE" "Standard Deviation" "NA" 45 -0.511533031111111
9 "STANDING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Mean" "X" 45 -0.110798703271111
9 "STANDING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Mean" "Y" 45 -0.0366387593355556
9 "STANDING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Mean" "Z" 45 -0.05157742536
9 "STANDING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Standard Deviation" "X" 45 -0.493947676666667
9 "STANDING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Standard Deviation" "Y" 45 -0.853891356
9 "STANDING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Standard Deviation" "Z" 45 -0.497516247266667
9 "STANDING" "time" "Gyroscope" "Body" "TRUE" "TRUE" "Mean" "NA" 45 -0.670477649111111
9 "STANDING" "time" "Gyroscope" "Body" "TRUE" "TRUE" "Standard Deviation" "NA" 45 -0.722979268222222
9 "STANDING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "X" 45 -0.263715874466667
9 "STANDING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "Y" 45 -0.165417856813333
9 "STANDING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "Z" 45 -0.554657581111111
9 "STANDING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "X" 45 -0.164331417791111
9 "STANDING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "Y" 45 -0.267869209171111
9 "STANDING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "Z" 45 -0.459873701333333
9 "STANDING" "frequency" "Accelerometer" "Body" "FALSE" "TRUE" "Mean" "NA" 45 -0.255780610573333
9 "STANDING" "frequency" "Accelerometer" "Body" "FALSE" "TRUE" "Standard Deviation" "NA" 45 -0.337947286911111
9 "STANDING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "X" 45 -0.362349742506667
9 "STANDING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "Y" 45 -0.271220362461333
9 "STANDING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "Z" 45 -0.677397256888889
9 "STANDING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "X" 45 -0.372137474384444
9 "STANDING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "Y" 45 -0.28746123754
9 "STANDING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "Z" 45 -0.753523343111111
9 "STANDING" "frequency" "Accelerometer" "Body" "TRUE" "TRUE" "Mean" "NA" 45 -0.361808109246667
9 "STANDING" "frequency" "Accelerometer" "Body" "TRUE" "TRUE" "Standard Deviation" "NA" 45 -0.471800829688889
9 "STANDING" "frequency" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "X" 45 -0.35046687408
9 "STANDING" "frequency" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "Y" 45 -0.730185744222222
9 "STANDING" "frequency" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "Z" 45 -0.412811830577778
9 "STANDING" "frequency" "Gyroscope" "Body" "FALSE" "FALSE" "Standard Deviation" "X" 45 -0.501862745422222
9 "STANDING" "frequency" "Gyroscope" "Body" "FALSE" "FALSE" "Standard Deviation" "Y" 45 -0.585118636444445
9 "STANDING" "frequency" "Gyroscope" "Body" "FALSE" "FALSE" "Standard Deviation" "Z" 45 -0.604092938222222
9 "STANDING" "frequency" "Gyroscope" "Body" "FALSE" "TRUE" "Mean" "NA" 45 -0.552093371777778
9 "STANDING" "frequency" "Gyroscope" "Body" "FALSE" "TRUE" "Standard Deviation" "NA" 45 -0.569722197777778
9 "STANDING" "frequency" "Gyroscope" "Body" "TRUE" "TRUE" "Mean" "NA" 45 -0.707169919555556
9 "STANDING" "frequency" "Gyroscope" "Body" "TRUE" "TRUE" "Standard Deviation" "NA" 45 -0.766117141555556
9 "WALKING" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "X" 52 0.263231541538462
9 "WALKING" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "Y" 52 -0.0180136106134615
9 "WALKING" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "Z" 52 -0.114073868153846
9 "WALKING" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "X" 52 -0.951063197307692
9 "WALKING" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "Y" 52 -0.914985804615385
9 "WALKING" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "Z" 52 -0.902368100942308
9 "WALKING" "time" "Accelerometer" "Body" "FALSE" "TRUE" "Mean" "NA" 52 -0.923625426730769
9 "WALKING" "time" "Accelerometer" "Body" "FALSE" "TRUE" "Standard Deviation" "NA" 52 -0.895632104096154
9 "WALKING" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "X" 52 0.0892428209615385
9 "WALKING" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "Y" 52 0.0226748078344231
9 "WALKING" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "Z" 52 0.00895558345865385
9 "WALKING" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "X" 52 -0.975613410769231
9 "WALKING" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "Y" 52 -0.965286681538462
9 "WALKING" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "Z" 52 -0.961878798461538
9 "WALKING" "time" "Accelerometer" "Body" "TRUE" "TRUE" "Mean" "NA" 52 -0.970454889807692
9 "WALKING" "time" "Accelerometer" "Body" "TRUE" "TRUE" "Standard Deviation" "NA" 52 -0.959087675384615
9 "WALKING" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Mean" "X" 52 0.2318146375
9 "WALKING" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Mean" "Y" 52 0.118048354496154
9 "WALKING" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Mean" "Z" 52 0.529445758148077
9 "WALKING" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Standard Deviation" "X" 52 -0.9424088275
9 "WALKING" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Standard Deviation" "Y" 52 -0.956538698461538
9 "WALKING" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Standard Deviation" "Z" 52 -0.932272950961538
9 "WALKING" "time" "Accelerometer" "Gravity" "FALSE" "TRUE" "Mean" "NA" 52 -0.923625426730769
9 "WALKING" "time" "Accelerometer" "Gravity" "FALSE" "TRUE" "Standard Deviation" "NA" 52 -0.895632104096154
9 "WALKING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "X" 52 -0.0290278153365385
9 "WALKING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "Y" 52 -0.0919711114038462
9 "WALKING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "Z" 52 0.0883048889615385
9 "WALKING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Standard Deviation" "X" 52 -0.955527932884615
9 "WALKING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Standard Deviation" "Y" 52 -0.940865749423077
9 "WALKING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Standard Deviation" "Z" 52 -0.952828339807692
9 "WALKING" "time" "Gyroscope" "Body" "FALSE" "TRUE" "Mean" "NA" 52 -0.912055204615385
9 "WALKING" "time" "Gyroscope" "Body" "FALSE" "TRUE" "Standard Deviation" "NA" 52 -0.916670771923077
9 "WALKING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Mean" "X" 52 -0.103196428596154
9 "WALKING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Mean" "Y" 52 -0.038324908525
9 "WALKING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Mean" "Z" 52 -0.0490484970057692
9 "WALKING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Standard Deviation" "X" 52 -0.968515544423077
9 "WALKING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Standard Deviation" "Y" 52 -0.971940620192308
9 "WALKING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Standard Deviation" "Z" 52 -0.983922568461538
9 "WALKING" "time" "Gyroscope" "Body" "TRUE" "TRUE" "Mean" "NA" 52 -0.976934878846154
9 "WALKING" "time" "Gyroscope" "Body" "TRUE" "TRUE" "Standard Deviation" "NA" 52 -0.968289246730769
9 "WALKING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "X" 52 -0.955474852115385
9 "WALKING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "Y" 52 -0.931822823076923
9 "WALKING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "Z" 52 -0.925753470961538
9 "WALKING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "X" 52 -0.949902711923077
9 "WALKING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "Y" 52 -0.912114386538461
9 "WALKING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "Z" 52 -0.89820592
9 "WALKING" "frequency" "Accelerometer" "Body" "FALSE" "TRUE" "Mean" "NA" 52 -0.913796872557692
9 "WALKING" "frequency" "Accelerometer" "Body" "FALSE" "TRUE" "Standard Deviation" "NA" 52 -0.902292842807692
9 "WALKING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "X" 52 -0.975942638846154
9 "WALKING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "Y" 52 -0.965441015192308
9 "WALKING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "Z" 52 -0.957825777115385
9 "WALKING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "X" 52 -0.9775047625
9 "WALKING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "Y" 52 -0.967725381730769
9 "WALKING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "Z" 52 -0.964436035769231
9 "WALKING" "frequency" "Accelerometer" "Body" "TRUE" "TRUE" "Mean" "NA" 52 -0.959378031923077
9 "WALKING" "frequency" "Accelerometer" "Body" "TRUE" "TRUE" "Standard Deviation" "NA" 52 -0.957753375576923
9 "WALKING" "frequency" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "X" 52 -0.948123508269231
9 "WALKING" "frequency" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "Y" 52 -0.949982098269231
